urun,kategori,uygunluk_pct,sulama_ihtiyac_mm,sulama_yontem,ekim_aylari,hasat_aylari,bakim,kar_potansiyel,emoji,il,ilce
Ayçiçeği,Yağlı Tohum,99.3,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Kırklareli,Lüleburgaz
Üzüm (Bağ),Meyve,97.3,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırklareli,Lüleburgaz
Soğan,Sebze,97.3,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırklareli,Lüleburgaz
Arpa,Tahıl,94.1,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırklareli,Lüleburgaz
Şeker Pancarı,Endüstriyel,98.3,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,Kırklareli,Merkez
Patates,Sebze,97.3,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Kırklareli,Merkez
Buğday,Tahıl,97.2,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırklareli,Merkez
Ayçiçeği,Yağlı Tohum,96.1,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Kırklareli,Merkez
Üzüm (Bağ),Meyve,94.4,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırklareli,Merkez
Buğday,Tahıl,99.5,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırklareli,Pehlivanköy
Ayçiçeği,Yağlı Tohum,99.3,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Kırklareli,Pehlivanköy
Üzüm (Bağ),Meyve,98.5,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırklareli,Pehlivanköy
Soğan,Sebze,98.5,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırklareli,Pehlivanköy
Şeker Pancarı,Endüstriyel,96.8,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,Kırklareli,Pehlivanköy
Buğday,Tahıl,98.1,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırklareli,Pınarhisar
Ayçiçeği,Yağlı Tohum,97.5,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Kırklareli,Pınarhisar
Üzüm (Bağ),Meyve,95.6,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırklareli,Pınarhisar
Soğan,Sebze,95.6,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırklareli,Pınarhisar
Arpa,Tahıl,92.7,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırklareli,Pınarhisar
Patates,Sebze,99.0,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Kırklareli,Vize
Biber,Sebze,97.3,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,Kırklareli,Vize
Domates,Sebze,94.5,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,Kırklareli,Vize
Buğday,Tahıl,94.2,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırklareli,Vize
Şeker Pancarı,Endüstriyel,93.8,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,Kırklareli,Vize
Arpa,Tahıl,85.2,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırıkkale,Bahşılı
Buğday,Tahıl,81.2,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırıkkale,Bahşılı
Soğan,Sebze,53.3,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırıkkale,Bahşılı
Zeytin,Meyve,44.3,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırıkkale,Bahşılı
Ayçiçeği,Yağlı Tohum,44.3,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Kırıkkale,Bahşılı
Arpa,Tahıl,90.9,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırıkkale,Balışeyh
Buğday,Tahıl,86.5,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırıkkale,Balışeyh
Soğan,Sebze,60.5,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırıkkale,Balışeyh
Üzüm (Bağ),Meyve,51.3,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırıkkale,Balışeyh
Zeytin,Meyve,49.1,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırıkkale,Balışeyh
Arpa,Tahıl,86.5,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırıkkale,Delice
Buğday,Tahıl,82.4,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırıkkale,Delice
Soğan,Sebze,48.7,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırıkkale,Delice
Üzüm (Bağ),Meyve,40.6,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırıkkale,Delice
Zeytin,Meyve,36.7,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırıkkale,Delice
Arpa,Tahıl,64.4,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırıkkale,Karakeçili
Buğday,Tahıl,60.3,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırıkkale,Karakeçili
Soğan,Sebze,46.2,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırıkkale,Karakeçili
Üzüm (Bağ),Meyve,38.4,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırıkkale,Karakeçili
Zeytin,Meyve,34.3,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırıkkale,Karakeçili
Arpa,Tahıl,89.7,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırıkkale,Keskin
Buğday,Tahıl,85.4,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırıkkale,Keskin
Soğan,Sebze,53.0,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırıkkale,Keskin
Üzüm (Bağ),Meyve,44.8,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırıkkale,Keskin
Zeytin,Meyve,42.2,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırıkkale,Keskin
Arpa,Tahıl,85.2,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırıkkale,Merkez
Buğday,Tahıl,81.2,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırıkkale,Merkez
Soğan,Sebze,50.6,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırıkkale,Merkez
Zeytin,Meyve,42.0,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırıkkale,Merkez
Ayçiçeği,Yağlı Tohum,42.0,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Kırıkkale,Merkez
Arpa,Tahıl,90.7,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırıkkale,Sulakyurt
Buğday,Tahıl,86.3,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırıkkale,Sulakyurt
Soğan,Sebze,56.8,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırıkkale,Sulakyurt
Üzüm (Bağ),Meyve,48.2,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırıkkale,Sulakyurt
Zeytin,Meyve,45.9,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırıkkale,Sulakyurt
Arpa,Tahıl,64.2,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırıkkale,Yahşihan
Buğday,Tahıl,60.1,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırıkkale,Yahşihan
Soğan,Sebze,45.7,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırıkkale,Yahşihan
Zeytin,Meyve,38.0,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırıkkale,Yahşihan
Ayçiçeği,Yağlı Tohum,38.0,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Kırıkkale,Yahşihan
Arpa,Tahıl,87.4,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırıkkale,Çelebi
Buğday,Tahıl,83.3,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırıkkale,Çelebi
Soğan,Sebze,58.4,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırıkkale,Çelebi
Üzüm (Bağ),Meyve,48.9,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırıkkale,Çelebi
Zeytin,Meyve,45.4,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırıkkale,Çelebi
Arpa,Tahıl,90.0,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırşehir,Akpınar
Buğday,Tahıl,85.6,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırşehir,Akpınar
Soğan,Sebze,59.4,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırşehir,Akpınar
Üzüm (Bağ),Meyve,50.2,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırşehir,Akpınar
Zeytin,Meyve,47.7,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırşehir,Akpınar
Arpa,Tahıl,96.7,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırşehir,Akçakent
Zeytin,Meyve,92.1,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırşehir,Akçakent
Üzüm (Bağ),Meyve,92.0,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırşehir,Akçakent
Soğan,Sebze,92.0,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırşehir,Akçakent
Buğday,Tahıl,91.9,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırşehir,Akçakent
Arpa,Tahıl,89.4,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırşehir,Boztepe
Buğday,Tahıl,85.1,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırşehir,Boztepe
Soğan,Sebze,57.5,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırşehir,Boztepe
Üzüm (Bağ),Meyve,48.5,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırşehir,Boztepe
Zeytin,Meyve,45.7,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırşehir,Boztepe
Arpa,Tahıl,91.5,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırşehir,Kaman
Buğday,Tahıl,87.0,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırşehir,Kaman
Soğan,Sebze,64.1,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırşehir,Kaman
Üzüm (Bağ),Meyve,54.4,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırşehir,Kaman
Zeytin,Meyve,52.5,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırşehir,Kaman
Arpa,Tahıl,88.4,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırşehir,Merkez
Buğday,Tahıl,84.2,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırşehir,Merkez
Soğan,Sebze,50.9,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırşehir,Merkez
Üzüm (Bağ),Meyve,42.8,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırşehir,Merkez
Zeytin,Meyve,39.7,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırşehir,Merkez
Arpa,Tahıl,67.3,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırşehir,Mucur
Buğday,Tahıl,63.0,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırşehir,Mucur
Soğan,Sebze,49.6,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırşehir,Mucur
Üzüm (Bağ),Meyve,41.8,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırşehir,Mucur
Zeytin,Meyve,38.8,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırşehir,Mucur
Arpa,Tahıl,68.4,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Kırşehir,Çiçekdağı
Buğday,Tahıl,64.1,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Kırşehir,Çiçekdağı
Soğan,Sebze,50.6,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Kırşehir,Çiçekdağı
Üzüm (Bağ),Meyve,42.7,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Kırşehir,Çiçekdağı
Zeytin,Meyve,39.8,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Kırşehir,Çiçekdağı
Arpa,Tahıl,92.5,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Malatya,Akçadağ
Buğday,Tahıl,88.0,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Malatya,Akçadağ
Soğan,Sebze,87.0,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Malatya,Akçadağ
Üzüm (Bağ),Meyve,57.2,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Malatya,Akçadağ
Zeytin,Meyve,55.7,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Malatya,Akçadağ
Buğday,Tahıl,91.0,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Malatya,Arapgir
Soğan,Sebze,86.7,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Malatya,Arapgir
Arpa,Tahıl,85.0,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Malatya,Arapgir
Patates,Sebze,58.1,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Malatya,Arapgir
Ayçiçeği,Yağlı Tohum,58.1,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Malatya,Arapgir
Arpa,Tahıl,93.3,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Malatya,Arguvan
Buğday,Tahıl,88.7,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Malatya,Arguvan
Soğan,Sebze,60.4,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Malatya,Arguvan
Üzüm (Bağ),Meyve,51.7,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Malatya,Arguvan
Zeytin,Meyve,50.5,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Malatya,Arguvan
Arpa,Tahıl,97.1,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Malatya,Battalgazi
Buğday,Tahıl,92.3,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Malatya,Battalgazi
Soğan,Sebze,69.2,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Malatya,Battalgazi
Zeytin,Meyve,60.0,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Malatya,Battalgazi
Üzüm (Bağ),Meyve,59.7,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Malatya,Battalgazi
Arpa,Tahıl,50.8,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Malatya,Darende
